CV File,Category,Education,Top Skills
./data\DIGITAL-MEDIA\19053815.pdf,DIGITAL-MEDIA,"[{'Degree': 'bachelor', 'Major': 's of arts\n \n  \ncommunications   public \nrelations\nskills\naccounting  accounts receivable  administrative  adobe  advertising  ad copy  as400  budget  bi  business objects  call center  content \ncopywriter  client  clients  customer service  delivery  detail oriented  financial  hiring  human resources  hr  inventory management  inventory \nteam building  logistics  lotus notes  managing  materials  meetings  microsoft excel  microsoft office suite  office  outlook  networking \nnewsletter  oracle  payroll  performance management  policies  presentations  pricing  problem resolution  processes  progress  quality \nquickbooks  recruitment  retail  retek  sales  sap  scheduling  spreadsheet  staffing  supervision  trade shows  employee training  troubleshoot \nvantive  workshop', 'University': 's'}]","candidate care center, management exceptional writer, media advertising coordinator, deadline driven event, promotion implementation team, building expert copywriter, service focused relationship, focused relationship building, relationship building expert, customer service focused"
./data\DIGITAL-MEDIA\19444529.pdf,DIGITAL-MEDIA,"[{'Degree': 'bachelor', 'Major': 'of arts\n \n  \njournalism  media production  and radio tv\n \nthe university of akron\n \nï¼  \ncity\n \n  \nstate\n \ngpa  \ngpa  3 988 4\njournalism  media production  and radio tv gpa  3 988 4\nskills\nadvertisements  ads  audio  broadcast  com  content  clients  customer support  directing  editing skills  editing  editor  email  feature articles \nexplorer  director  marketing plan  marketing strategies  marketing  meetings  newsletters  newsletter  camera  presentations  press releases  print\nmedia  producing  radio  recording  reporter  scripts  social media platforms  stories  strategy  tv  trade shows  video  video production  website \narticles\nadditional information\nachievements graduated summa cum laude two time emmy nominated producer for  lights  camera  akron    2013   2014\ntop 10 honors college graduating senior ohio association of broadcasters scholarship recipient national academy of television arts\nand sciences scholarship recipient john s  knight scholarship recipient emerging leaders program residence hall program board\nmember national society of leadership of success dean s list  2010 2014  academic scholarship recipient high school valedictoria', 'University': 'n'}]","social media platforms, social media sites, city state worked, journalism media production, video video production, implemented social media, city state created, city state produced, city state responsible, day social media"
./data\DIGITAL-MEDIA\19861776.pdf,DIGITAL-MEDIA,[],"content management content, city state led, digital media services, city state developed, management content content, content content management, service management business, business admin management, program project management, management content distribution"
./data\DIGITAL-MEDIA\20210676.pdf,DIGITAL-MEDIA,[],"social media strategy, city state wrote, manage social media, digital communications specialist, city state communication, marketing social media, content content management, city state develop, develop content content, national social media"
./data\DIGITAL-MEDIA\20330739.pdf,DIGITAL-MEDIA,[],"sales team management, city state work, business development sales, city state manage, manage entire sales, state manage sales, sales management business, sales management develop, management business development, business development company"
./data\DIGITAL-MEDIA\20490741.pdf,DIGITAL-MEDIA,[],"current dispute cases, credit disputes career, social media analyst, customer calls responded, customer service representative, call disputes coordinator, city state answered, smooth customer service, customer relationship management, skills customer relationship"
./data\DIGITAL-MEDIA\20628003.pdf,DIGITAL-MEDIA,[],"digital marketing specialist, city state maintain, city state supervises, city state responsible, skills digital marketing, marketing specialist company, summary digital marketing, digital marketing professional, digital marketing strategyâ, current digital marketing"
./data\DIGITAL-MEDIA\21125113.pdf,DIGITAL-MEDIA,[],"data management system, previous data management, software releases developed, newly developed system, developed system recruited, future software releases, media support specialist, hardware hardware client, hardware client clients, clients data management"
./data\DIGITAL-MEDIA\22380187.pdf,DIGITAL-MEDIA,[],"social media coordinator, social media platforms, city state public, city state website, public affairs communication, social media optimization, recording social media, city state proposing, city state inputting, city state transferring"
./data\DIGITAL-MEDIA\22706174.pdf,DIGITAL-MEDIA,"[{'Degree': 'bachelor', 'Major': 'of arts\n \n  \nelementary education\n \nuniversity of north florida\n \nelementary education\n07 2007\nassociates in arts\n \n  \nelementary education\n \nflorida community college of jacksonville\n \nelementary education\nskills\nadobe creative suite  advertising  automation  branding  content  content creation  customer relationship management  client  clients \necommerce  editorial  e mail  email  functional  marketing plan  marketing planning  marketing strategies  marketing strategy  marketing \nmarketing collateral  personnel  presentations  problem solver  project management  quality  sales  strategy  strategy development  strategic\nmarketing  teacher  teaching  website  well organized  workshops\nactivities and honors\nstrategic and creative marketing professional with experience in project management  strategy  creative design and email marketing used to\ngenerate brand awareness and revenue using a variety of marketing channels designed to attract and keep customer relationships   expertise inmultiple digital marketing disciplines  including inbound  affiliate  content  and email marketing  excellent project and time management skills with\nability to multitask  prioritize tasks and meet deadlines  well developed interpersonal skills allowing the ability to communicate effectively and\nstrengthen relationships career objective seeking a full time marketing position at an organization where i contribute my experience and\nexpertise in the fields of marketing  creative design  analytics  to work collaboratively as a member of a team as well as independently to achieve\ncompany goals and promote growth', 'University': ''}]","digital marketing account, marketing strategies marketing, marketing strategy marketing, strategy marketing marketing, marketing account manager, marketing plan marketing, marketing marketing collateral, strategies marketing strategy, arts elementary education, annual editorial calendars"
./data\DIGITAL-MEDIA\23085604.pdf,DIGITAL-MEDIA,[],"media delivery systems, chief system architect, system engineering system, worldwide system integration, systems video system, systems broadcast system, professional services january, global system integration, engineering system integration, svp system integration"
./data\DIGITAL-MEDIA\23810469.pdf,DIGITAL-MEDIA,"[{'Degree': 'master', 'Major': 's of business administration\n \n \n \ninternational marketing\n \ngeorgia state university\n \n  \ncity\n \n  \nstate\n \n  \nusa\ninternational marketing\nbachelors of science\n \n \n \ndietetics\n \nuniversity of maryland\n \n  \ncity\n \n  \nstate\n \ndietetics\nskills\naccount management  advertising  agency  brand strategy  branding  budget planning  budgets  budget  business development  business processes \nbusiness strategies  c  competitive  content  content creation  conversion  client  clients  e commerce  e commerce marketing  ecommerce  hp \nimage  industry analysis  director  managing  marketing plan  marketing plans  market positioning  marketing strategies  marketing strategy \nmarketing  market  marketing collateral  messaging  enterprise  online marketing  optimization  presentations  product marketing  promotion \nspeaking  reporting  research  retail  sales  strategy  strategic  strategic marketing  strategic plans  white papers  telecommunications  vision \nwebsit', 'University': 'e'}]","city state account, city state director, city state interactive, manager paid media, city state global, state university city, city state dietetics, university city state, city state usa, maryland city state"
./data\DIGITAL-MEDIA\23864858.pdf,DIGITAL-MEDIA,"[{'Degree': 'bachelor', 'Major': 'cognitive science computational modeling\n \nmay 2004\n \nuniversity of california\n \ncity\n \ncognitive science computational modeling\nskills\nad  budgets  closing  conversion  cpa  databases  database  dna  documentation  funds  google analytics  html  ibm  lisp  macros \nmarketing strategies  marketing  market  messaging  access  microsoft excel  excel  money  powerpoint  sharepoint  window  microsoft word \nmicrostrategy  networks  operating systems  page  pivot table  pricing  psychology  reporting  selling  sql  tables  tax returns  underwriting \nvista  vb', 'University': 'a'}]","excel pivot table, pivot table vlookup, digital marketing manager, marketing strategies marketing, marketing partners affiliate, marketing partners system, marketing partners managed, highlight marketing campaigns, cognitive science computational, science computational modeling"
./data\DIGITAL-MEDIA\24574164.pdf,DIGITAL-MEDIA,"[{'Degree': 'bachelor', 'Major': 'of arts\n \n  \nbehavioral sciences\n \n2003\n \nconcordia college\n \nï¼  \ncity\n \n  \nstate\n \ngpa  \nsumma cum laude gpa  4 0\n \nbehavioral sciences  summa\ncum laude  gpa  4 0\ncomputer science and computer graphics and animation\n \nhampshire college\n \nï¼  \ncity\n \n  \nstate\n \nconcentration in computer science and computer\ngraphics and animation\nskills\ndigital video  online advertising  â', 'University': ''}]","product management product, management product marketing, director product management, senior director product, city state brightcove, director product marketing, online video platform, city state viewpoint, product marketing jan, product managers designers"
./data\DIGITAL-MEDIA\24658786.pdf,DIGITAL-MEDIA,"[{'Degree': 'bachelor', 'Major': 'of arts\n \n  \njournalism\n \n  \nseptember 1994\n \nthe ohio state university school of journalism\n \n  \ncity\n \n  \nstate\nmarketing  public relations and journalism coursework\ncoursework in business  communications and advertising\ncommercial photography coursework\nprofessional affiliations\nair force sergeants association  veterans of foreign wars  iraq and afghanistan veterans of america  team rwb columbus  disabled\namerican veterans  wounded warrior project alumni  society of professional journalists  cleveland press association  local media\nassociation  former member of prsa and prssa \nawards\nfirst place for best online use of multimedia  for the heroin hits home series  cleveland press association annual awards  june 2015 \nunited states air force meritorious service medal  june 2013 \nunited states global war on terrorism expeditionary medal  june 2012 \nunited states global war on terrorism service medal  june 2012 \nunited states air force expeditionary service ribbon with gold border for serving in a designated combat zone  june 2012 \nunited states air force commendation medal  october 2009 \nsong sparrow award for outstanding volunteer service in conservation  columbus audubon 2009\nbest group owned weekly newspaper web site in ohio  ohio news association  february 2012   thisweek team award \nunited states air force achievement medal  march 1998 \nskills\nsocial media  digital video and multimedia  content curation  \ndigital strategy  web metrics and seo optimization  digital engagement  community\nengagement  public relations', 'University': ''}]","states air force, united states air, air force personnel, digital video projects, united states global, service medal june, states global war, digital producer multimedia, state columbus audubon, air expeditionary force"
./data\DIGITAL-MEDIA\24679149.pdf,DIGITAL-MEDIA,[],"city state managed, digital project manager, marketing fashion merchandising, sales creative director, sales sales analysis, selling sales sales, print design team, content management creative, management creative director, commerce project manager"
./data\DIGITAL-MEDIA\24953921.pdf,DIGITAL-MEDIA,[],"city state responsible, customer service skills, month end closing, media services coordinator, excellent customer service, manager office manager, manager leasing manager, state office manager, payroll project manager, media services assist"
./data\DIGITAL-MEDIA\25038571.pdf,DIGITAL-MEDIA,"[{'Degree': 'bachelor', 'Major': 'of science\n \n  \nmarketing and business management\n \noakland university\n \nmarketing and business management\nskills\napproach  automotive  brand marketing  budgets  business development  competitive  client  clients  driving  functional  inventory  team lead \nmanaging  marketing analysis  marketing and research  marketing strategy  marketing  market  marketing materials  pr  problem solving skills \nprocurement  promotion  public relations  real time  reporting  research  sales  soap  social media platforms  supply chai', 'University': 'n'}]","social media spaces, social media platforms, business development goals, grave marketing approach, initial marketing outreach, analytics created metrics, development goals organize, social media strategies, executed social media, promotional activities including"
./data\DIGITAL-MEDIA\25525152.pdf,DIGITAL-MEDIA,"[{'Degree': 'bachelor', 'Major': 'of science\n \n  \njournalism\n \n2017\n \nthe university of tennessee\n \ncity\n \n  \nstate\n \nbachelor of science in communication and information with a\nmajor in journalism and electronic media and a minor in english  \nactivities and honors\nselected to participate in college of communication and information global scholars study abroad program in sydney  australia for spring\n2016', 'University': ''}]","tennessee city state, city state bachelor, city state head, city state provided, city state contributed, city state captured, city state published, city state wrote, city state presented, city state"
./data\DIGITAL-MEDIA\25706337.pdf,DIGITAL-MEDIA,"[{'Degree': 'bachelor', 'Major': 'of science\n \n  \nbusiness management   accounting\n \nmay 2010\n \nhuntington university\n \ncity\n \n  \nstate\n \ngpa  3 35\nskills\nvendor relations  invodo  product videos   bloomreach \n merchandising analytics   loopcommerce  gift now   olapic  ugc   \ncertona\n suggested selling tool   amazon  amazon a  pages  \nwebsite platforms  ocp  site manager   atg  oracle   endeca\nprofessional skills  email marketing  merchandising  retail marketing  product analysis  social media marketing  management  digital\nmarketing  styling  excel  project management  campaign management \nâ', 'University': ''}]","city state gpa, city state managed, digital merchandising analyst, time keeping system, city state report, tech city state, university city state, email marketing merchandising, marketing management digital, management digital marketing"
./data\DIGITAL-MEDIA\25723793.pdf,DIGITAL-MEDIA,"[{'Degree': 'bachelor', 'Major': 'of science\n \n  \nmarketing international business\n \nsmeal college of business  pennsylvania state university\n \nï¼  \ncity\n \n  \nstate\n \n  \nspain\n \ngpa \ngpa 3 5 dean s list member of alpha lambda delta  honors academic club  april 2007   may 2009 \n \nmarketing international business\nskills\naccounting  adobe photoshop  ad  advertising  analyst  broadcast  budget  bi  coach  com  competitive  conversion  client  clients  educationalprograms  forecasting  indesign  inventory  marketing analysis  marketing  market  marketing materials  microsoft access  excel  power point \nword  new construction  pos  pricing  quicken  relationship management  selling  sales  shipping  strategic  supply chain  teacher  transportation \nunique\nadditional information\namcc academia all conference award  fall 2006 and 2007   captain of penn state altoona women s soccer team  fall 2007', 'University': ''}]","city state responsible, day relationship management, key priorities include, sales representative company, marketing international business, microsoft access excel, city state create, city state spain, priorities include management, quicken relationship management"
./data\DIGITAL-MEDIA\26160200.pdf,DIGITAL-MEDIA,[],"client stakeholders clients, client services digital, clients evaluated performance, city state facilitated, web based web, communication rutgers university, based web based, internet based promotions, resources financial services, cpg clients evaluated"
./data\DIGITAL-MEDIA\26341987.pdf,DIGITAL-MEDIA,"[{'Degree': 'master', 'Major': 'of science in\ncomputer information systems and i am itil certified \ncore competencies\nhighly motivated visionary with excellent organizational\nleadership skill \nhighly analytical and detail oriented \nteam oriented and ability to work well under pressure \nstrong interpersonal and communication  written and\nverbal  skill \nability to establish priorities  developed timelines  and\ndetermine accountabilities  \nself motivated  flexible  hands on approach and able to work in a fast paced\nenvironment \nexceptional knowledge of service and application delivery  as well as\nsuccessful service level agreements\nable to work independently with little or no supervision \ndemonstrated ability to collaborate and problem solve with executives and\ndepartment managers \nstrong presentation and communication skill\ncore accomplishments\ndirector of it services  operation cio  and first ever head of nfl network it department since its inception and national launch in late\n2003 â  i reported directly president and ceo steve bornstein \nbuilt nfl network from the ground up which included the creation and execution of  architecture of the data center  voice over ip  voip \ncompany telephony system  video conference systems  key architect of nfl network it infrastructure  in charge of vendor contract\nnegotiation and management  established oem procurement agreements for hardware and software assets \ni oversaw and managed all aspects of nfl network s studio and remote shows technical operations  managed it staff in charge of\nproduction and infrastructure support â  this level of 24 7 support was essential for nfl network s more than 2500 hours of live studio\nprogramming that includes nfl total access  nfl gameday morning  nfl gameday final  around the league live and path to the\ndraft \nof the original 100 million dollars investment by nfl network  1 million dollars was used in the creation of the it infrastructures  asset\nprocurement  and establishment of a data center â  i was a key architect in the creation of the nfl network  which is now producing over\n1 billion dollar in annual subscription revenue \ni created and oversaw deployment of a new company wide inventory asset tracking system for tv production â  led to a  2 million cost\navoidance per year \ni initiated and implemented new tv pilot desktop and laptop deployment process that saved the company  78 000 annually \nâ â â â â â â  spearheaded and implemented employee performance metrics system  which were used to create monthly  quarterly and\nannual reports for the cio  cfo and management \nbuilt out post production  edit bays  media asset management at nfl as well as nbcuniversal \nimplemented video encoding process for on demand delivery \nâ â â â â â â  completed rfps and erp  vendor management \ncoordinated and installed infrastructure and operations for 12 consecutive super bowls  \nprofessional experience\n10 2015\n \nto \n11 2016\ndirector it client services films   operations and technical services west coast\n \ncompany name\n \nï¼  \ncity\n \n  \nstate\nresponsible for overseeing the team that provides technical support for west coast operations   technical services as well as universal\npictures clients both domestically and abroad â  this included communications and support for end users  their applications  and their\ncomputing devices â  as director of client services i manage and oversee 1 director  3 team managers  6 team leads  4 team coordinators\nand 27 technical supports analysts across the country and canada â  worked to integrate dreamworks desktop and laptops equipment as\npart of a 3 8 billion dollar acquisition â  oversaw broadcast team as well as postproduction â  worked with digital rights and content\ndistributions  \n04 2014\n \nto \n10 2015\ndirector it client services nbc entertainment and tv production\n \ncompany name\n \nï¼  \ncity\n \n  \nstate\nresponsible for overseeing the team that provides technical support for nbc entertainments  nbc distribution  universal cable\nproductions and universal tv productions clients domestically and abroad  as well as communications with  end users for their computing\ndevices and the applications that run on those devices \ni created an inventory control system to better track our assets as well as global naming convention for company assets \nmanage business aligned client services team  which included technical lead  team coordinator  and data analysts \nmaintain solid business relationships with vendors  and original equipment manufacturers  oems   and internal chain of command \ncommunicated and provided bi weekly update and monthly reports regarding overall health of client services support along with status of\nplanned infrastructure changes  which would affect our end user experience \nidentified  documented  and maintained list of department leaders   key business contacts with the application and infrastructure leaders of\nthe company \nmaintain solid application  infrastructure  client services  and corporate relationships \nattended application staff meetings and function as a dotted line report for all responsibilities provided application leader with updates regarding key issues and workplace changes \ncoordinated business communication with application and infrastructure projects and corporate initiatives with leadership and chain of\ncommand \ncoordinated project responsibilities with infrastructure liaison and made decisions of project assignment and of ownership of each project \ninvestigated and communicated any adverse impacts to our infrastructure and systems due to upgrades or implementation of system\nchanges \ncoordinated and managed infrastructure and system wide changes through workplace technology team  hw sw upgrades   security team\n pc patches   enterprise services team  email identity management   and core computer team  mostly network file related  \ncommunicated on a frequent basis system health and any system maintenance down time to client services team  business users  application\nleader and infrastructures leader \nmanaged high priority issues and escalations with multiple user impact until problem ticket were closed and resolution communicated to\nstakeholders \nmanage overall health of the queue by re shuffling resources where when needed and intervened reassigned tickets missing sla s to\ntechnical lead \noversaw and initiated workplace related projects with cs team including pc mac refreshes  upgrades  and maintenance \nmicrosoft office migrations  upgrades to windows 10  etc \nprovided technical training plan and coordinated on site courses for all cs analysts and technical leads \nmonitored metrics including ticket service levels and customer satisfaction surveys \ncreated inventory control program for the company assets \nover saw workplace technology for tv production director it services\n10 2003\n \nto \n05 2014\ndirector it services  operation cio \n \ncompany name\n \nï¼  \ncity\n \n  \nstate\ni was brought in from disney as the first it person for nfl network when we started this company from the ground up \ni reported directly to the ceo \ni built and ran the company as department head for over 10 years \nbuilt it infrastructure and continued making improvements and technological advancements to what nfl network is today \nbuilt out tv studio  which consisted of multiple control rooms and sound stages \nsetup post production facility and workflow \nmanaged and operate within departmental capital  capex  and operational  opex  budget parameters \nimplemented encoding process and infrastructure \nimplemented media management i supported all facets of the 24 7 operations for nfl network and nfl digital media  which included\nnfl com  all 32 team sites  and nfl fantasy football \noperations were located in culver city with multiple remote sites across the country  which included lan wan  computer servers \ntelecommunications systems  cisco voip telephone   desktop computers  laptop computers  disaster recovery systems  productions and\nremote operations system and infrastructure \nwe were responsible for creating identification  id  badges for staff and vetted personnel  security access to restricted areas and facilities \nset up digital video recording  dvr  security camera systems throughout the facilities \ni worked on it budget  procurement  and contracts for both production facilities in culver city and all remote facilities across the country \nwe were the first major media production facility to use virtual private network  vpn  devices and voice over internet protocol  voip \nover our various devices \ni was key and integral part of building from the ground up and in charge of the information and data systems infrastructure of the nfl\nnetwork and nfl com \nwe built infrastructure that can support engineering as well as business needs \ni co chaired business continuity and resilience services  bcrs  project for nfl as a whole \n03 1997\n \nto \n09 2003\nsenior technical advisor executive support system implementation\n \ncompany name\n \nï¼  \ncity\n \n  \nstate\ni reported directly to the cio \ni started out as temporary helpdesk analyst  i was hired on full time and was promoted from helpdesk analyst to analyst to lead analyst\nto supervisor to manager \nwhen abc moved from century city to burbank  i was promoted to manager of executives support for disney abc and eventually\nbecame senior technical advisor for abc tv \nas a manager of executive support i oversaw 13 systems support analysts plus independent contractor for both east and west coast to\nsupport executives of disney  abc television  espn and touchstone as well as productions on a 24x7 schedule \ncoordinate the over all system support process to ensure that all executives and productions computers function properly  and personally\nprovide services to top key executives of the corporation \nproactively researched  implemented and supported leading edge solutions to ensure that disney abc executives are on the cutting edge of\ntechnologies \ni was involved in procuring and providing personal digital assistants  pds  and blackberries cell phones to disney executives with login\nscripts \nlead efforts in diagnosing  resolving  and maintaining hardware  software  operating system  network  and backup recovery services for the\nenterprise \ni established standard operating procedures  sop  and corporate policies for use throughout the company interacted with clients and provided client surveys to ensure system support team provided quality services \ni had open communication with other departments such as local area networks  lan  services  telecommunications department  and\nemails support group to resolve any system support issues our personnel may be experiencing \ni communicated directly to cio on all operations and implementation personnel \ni oversaw corporate purchasing and asset management  which included software  hardware and computer equipment rentals \nprepare monthly system support activity and progress report for both east and west coast \nprepare departmental budget as well as long range planning \nwhen disney acquired touchstone  i was there to facilitate the integration between the two companies and transition touchstone personnel\nto century city facility \ni spearheaded the migration of touchstone s macintosh   mac   systems with pcs systems for business reasons \ntouchstone had 43 concurrent pilot mac systems running and 1 000 rental computers being used in studio prior to the migration effort \nwe supported all the various mac systems during migration effort until end user was fully migrated to pc based machines \ni was an integral part in planning  preparing  and designing the information systems infrastructure for the abc building when disney\nrelocated 400 abc network employees from new york and century city site to burbank \ni also was key integrator of espn  bvtv  and bvtv international into our corporate network \nthe abc building housed 1 000 employees \ni was on the committee when disney consolidated 160 000 employees and hundreds of domains globally into 7 corporate domains in\nactive directory \ni was also present acquisition of abc family by disney \ni was an active member and technical consultant in the planning  integration  and migration of abc family tv from saban building in\nwestwood to the abc building in burbank \neducation\n2005\nmaster of science\n \n  \ncomputer information systems\n \nuniversity of phoenix\n \nï¼  \ncity\n \n  \nstate\n \n  \nusa\n \ncomputer information systems\n1989\nbachelor of science\n \n  \nelectrical and electronics engineer\n \ncalifornia state polytechnic university\n \nï¼  \ncity\n \n  \nstate\n \n  \nusa\n \nelectrical and electronics\nengineer\ninformation technology infrastructure library  itil  foundation certified implementing cisco unified communications manager  part 1 8 0\nsupporting windows exchange server 2000 enterprise edition\n \ncommvault backup corporate management training   operational management\n conflict management  preventing workplace violence  diversity and inclusion  code of conduct  preventing workplace harassment\n protecting creative content  protecting company information\nskills\napple  dell  ibm  hp  lenovo  microsoft  airwatch network management  tcp ip  lan wan  dns  das  remote network  multi site\ninfrastructure  architecture  ipsec vpn  site to site  wifi network  iptv active directory  microsoft exchange  unified communications \ngroup policies disaster recovery  dr   business continuity  data centers built and operations 24x7 helpdesk  desktop support  operations \ntelecom software development life cycle  sdlc   ms sql  my sql  ms access  share point internet  intranet strong analytical skills  key\nperformance indicator  kpi   metrics  sla vendor management  vendor contracts negotiations  procurement  software licensing capital and\noperating budget  roi  fiscal  long range planning it compliance  it security  cyber security recruitment  retention  people management \nleadership  team development  trainin', 'University': 'g'}]","client services team, computer information systems, technical services west, services operation cio, system support team, infrastructure client services, client services support, operations technical services, executive support system, services films operations"
./data\DIGITAL-MEDIA\27080812.pdf,DIGITAL-MEDIA,"[{'Degree': 'master', 'Major': 'of business administration\n \n  \nmarketing\n \noklahoma state university\n \n  \ncity\n \n  \nstate\n \nmarketing\ndecember 1997\nbachelor of business administration\n \n  \nfinance\n \nnortheastern state university\n \n  \ncity\n \n  \nstate\n \nfinanc', 'University': 'e'}]","state university city, university city state, data driven products, city state marketing, city state led, city state responsible, city state global, vice president data, city state driving, city state drove"
./data\DIGITAL-MEDIA\27419236.pdf,DIGITAL-MEDIA,"[{'Degree': 'bachelor', 'Major': 'of arts\n \n  \nenglish\n \nthe university of akron\n \nï¼  \ncity\n \n  \nstate\n \nenglish\n1992\nbachelor of arts\n \n  \npolitical science\n \nthe university of akron\n \nï¼  \ncity\n \n  \nstate\n \npolitical science\ninterests\nmarch 31  2016 to present   license 5672023  salesforce marketing cloud consultant certification \n july 18  2017 to present   license\n17482983  salesforce certification verification site  \nhttp   certification salesforce com verification  fullname veronica 20gancov  studying for\npmp certification\nskills\ndot net  acrobat  adobe  go live  photoshop  ad  advertisements  ads  advertising  pagemaker  book  budget  color  com  concise  content \ncontracts  css  client  clients  client relations  customer service skills  client support  data management  designing  desktop publishing  direct mail \ndocumentation  email  english  fast  fetch  freehand  html  http  illustrator  image  indesign  layout  leadership  managing  marketing \nmessaging  access  excel  power point  publisher  microsoft word  works  network  nms  personnel  presenting  various printers  processes \ncoding  project management  promotion  quality  quality assurance  quality control  quark xpress  requirement  sql  trainer  transmission  trouble\nshooting  troubleshooting  unique  visio  web design  web design development  website  websites\nadditional information\nmarch 31  2016 to present   license 5672023  salesforce marketing cloud consultant certification \n july 18  2017 to present   license\n17482983  salesforce certification verification site  \nhttp   certification salesforce com verification  fullname veronica 20gancov\n studying for pmp certificatio', 'University': 'n'}]","salesforce marketing cloud, nacs media solutions, marketing cloud consultant, studio marketing cloud, client clients client, marketing cloud connect, marketing cloud solutions, email studio marketing, salesforce certification verification, http certification salesforce"
./data\DIGITAL-MEDIA\27921561.pdf,DIGITAL-MEDIA,"[{'Degree': 'bachelor', 'Major': 'of arts\n \n  \ngraphic design advertising\n \nmimar sinan university\n \nï¼  \ncity\n \nturkey\n \ngraphic design advertising\naccomplishments\nproject management professional training  traditional and agile \na day in the life  baltimore design conference   founder committee member \ncertified internet webmaster html  css  and javascript  ftp  web server administration and networking fundamentals \nlanguages\nfluent written   verbal turkish and swahili \nskills\nadobe creative suite  acrobat  dreamweaver  photoshop  ad  advertising  art  asset management  automation  automotive  brand identity \nbudget  calibration  color  hardware  database  digital photography  features  fireworks  flash  freelance  government regulations  graphics \nillustrator  image  indesign  ink  lotus notes  mac  managing  marketing strategies  marketing  materials  mechanical  access  excel  microsoft\noffice suite  powerpoint  sharepoint  windows  word  network management  packaging  pre press  presentations  press  print production \nprinters  processes  process improvement  project management  proofing  proofreading  proposals  publications  quality  researching  retail  retail\nsales  selling 1  sales  sap  search engine optimization  software developers  translation  troubleshoot  turkish  typesetting  websites  word\nprocessing  workflow  writte', 'University': 'n'}]","graphic design advertising, customer art files, digital premedia specialist, workflow project management, design advertising marketing, improvement project management, print workflow management, print packaging design, packaging design advertising, cup company print"
./data\DIGITAL-MEDIA\27981289.pdf,DIGITAL-MEDIA,[],"project management marketing, org project management, management marketing strategy, research project manager, technical project manager, city state lead, project management professional, pma media group, state lead projects, agile project management"
./data\DIGITAL-MEDIA\28109594.pdf,DIGITAL-MEDIA,"[{'Degree': 'bachelor', 'Major': 'of fine arts\n \n  \nfilm tv production   screenwriting\n \nmorgan state university\n \n  \ncity\n \n  \nstate\n \n  \nusa\n \ngpa  \ngpa  3 7\ngpa  3 7\nmagna cum laude honors graduate\n2008\nhigh school diploma\n \ncolony high school\n \n  \ncity\n \n  \nstate\nlanguages\nbeginner in spanish and chinese  mandarin  \nskills\n mac and pc user \n experienced with canon eos and other dslr camera operating systems\n â \n advanced proficiency in microsoft office  word  excel  powerpoint  outlook and publisher   adobe  photoshop  premiere  illustrator  and\nlightroom  and expert in final cut pro x \n expert in social media outlets  twitter  facebook  vimeo  instagram  linkedin  pinterest  wordpress  tumblr  blogger  snapchat  vine \nindiegogo and kickstarted  marketing skills  creative strategies  social campaigns  etc within platforms', 'University': ''}]","production crew member, city state film, city state create, social media outlets, media production crew, production intern company, crew member company, city state location, school city state, state film direct"
./data\DIGITAL-MEDIA\28609364.pdf,DIGITAL-MEDIA,"[{'Degree': 'master', 'Major': 'events calendar spreadsheet with all standup paddle events worldwide for the 2014 season \ncompany name\n \ncity\n \nsales representative\n \n12 2008\n \nto \n07 2013\neffectively managed the most important accounts in minas gerais state and the distributor network \nidentified and prospected hospital accounts to execute strategic sales initiatives that resulted in exceeding the established sales goals \nsuccessfully negotiated to close business with the hospital accounts  which were consistent with the sales and margin goals of the\norganization \nutilized promotional materials and clinical studies to effectively communicate the clinical and scientific benefits of abbott nutrition products\nto targeted healthcare professionals \norganized meetings and speaker programs  in order to deliver content to health care professionals in topics related to clinical nutrition \nproducts and abbott nutrition expertise \nparticipated in national and regional medical conventions and exhibits \nachieved the top performance award for the best therapeutic nutritional representative in 2010 \nreceived an award for developing a marketing and distribution plan for home care in abbott nutrition  resulting in a 40  increase in sales\nin 2 months \nthe plan was then expanded throughout brazil  in 2012 \ncompany name\n \ncity\n \nsales supervisor\n \n07 2007\n \nto \n12 2008\nsupervised  directed and motivated five sales representatives in order to achieve the overall corporate sales objectives \nrecruited  selected and trained sales representatives \neducation\nmaster of business administration\n \n \n \nmarketing\n \nseptember 2017\n \nsan diego university for integrative students\n \n  \ncity\n \n  \nstate\n \n  \nusa\n \nmarketing\nprofessional certificate in business management\n \n \n \nmarketing\n \n2014\n \nmarketing\nexecutive management certificate\n \n \n \nstrategic management   marketing\n \n2013\n \nuc san diego extension\n \n  \ncity\n \n  \nstate\n \n  \nusa\n \nstrategic\nmanagement   marketing\nmba\n \n \n \nbusiness administration\n \n2010\n \nuniversity of la verne\n \n  \ncity\n \n  \nstate\n \n  \nusa\n \nbusiness administration\nfundacao getulio vargas  belo horizonte  mg  brazil\n \n2008\nganep  belo horizonte  mg  brazil\n \n2007\nunicentro newton paiva  belo horizonte  mg  brazil\nskills\napproach  benefits  budget  business management  content  database  editorial  executive management  home care  marketing research \nmarketing  meetings  network  networking  networks  project management  promotional materials  speaker  quick  researching  research  retail sales  scientific  spreadsheet  strategic  supply chain  valuation  websit', 'University': 'e'}]","city state usa, therapeutic nutritional representative, strategic management marketing, digital media marketing, media marketing specialist, development digital media, business development digital, city sales representative, top performance award, business management marketing"
./data\DIGITAL-MEDIA\28679359.pdf,DIGITAL-MEDIA,[],"digital marketing manager, marketing plans marketing, marketing strategy marketing, project management project, web search marketing, marketing strategies marketing, business administration marketing, management project plans, marketing seo project, plans marketing strategy"
